"citation_key","author","title","year","journal","volume","issue","pages"
"Susarla2003","Susarla, Anjana and Barua, Anitesh and Whinston, Andrew B.","Understanding the Service Component of Application Service Provision: An Empirical Analysis of Satisfaction with ASP Services",2003,"MIS Quarterly",27,1,"91-123"
"Sykes2014","Sykes, Tracy Ann and Venkatesh, Viswanath and Johnson, Jonathan L.","Enterprise System Implementation and Employee Job Performance: Understanding the Role of Advice Networks",2014,"MIS Quarterly",38,1,"51--72"
"Sykes2015","Sykes, Tracy Ann","Support Structures and Their Impacts on Employee Outcomes: A Longitudinal Field Study of an Enterprise System Implementation",2015,"MIS Quarterly",39,2,"473--495"
"Tallon2000","Tallon, Paul P. and Kraemer, Kenneth L. and Gurbaxani, Vijay","Executives’ Perceptions of the Business Value of Information Technology: A Process-oriented Approach",2000,"Journal of Management Information Systems",16,4,"145--173"
"Tallon2007","Tallon, Paul P.","A Process-Oriented Perspective on the Alignment of Information Technology and Business Strategy",2007,"Journal of Management Information Systems",24,3,"227--268"
"Tallon2007a","Tallon, Paul P.","Does IT Pay to Focus? An Analysis of IT Business Value Under Single and Multi-Focused Business Strategies",2007,"The Journal of Strategic Information Systems",16,3,"278--300"
"Tallon2007b","Tallon, Paul P. and Kraemer, Kenneth L.","Fact or Fiction? A Sensemaking Perspective on the Reality Behind Executives' Perceptions of IT Business Value",2007,"Journal of Management Information Systems",24,1,"14--54"
"Tallon2010","Tallon, Paul P.","A Service Science Perspective on Strategic Choice, IT, and Performance in U.S. Banking",2010,"Journal of Management Information Systems",26,4,"219--252"
"Tallon2011","Tallon, Paul P.","Value Chain Linkages and the Spillover Effects of Strategic Information Technology Alignment: A Process-Level View",2011,"Journal of Management Information Systems",28,3,"9--44"
"Tallon2011a","Tallon, Paul P. and Pinsonneault, Alain","Competing Perspectives on the Link Between Strategic Information Technology Alignment and Organizational Agility: Insights from a Mediation Model",2011,"MIS Quarterly",35,2,"463--486"
"Tallon2013","Tallon, Paul P. and Ramirez, Ronald V. and Short, James E.","The Information Artifact in IT Governance: Toward a Theory of Information Governance",2013,"Journal of Management Information Systems",30,3,"141--178"
"Tallon2014","Tallon, Paul P.","Do You See What I See? The Search For Consensus Among Executives’ Perceptions Of IT Business Value",2014,"European Journal of Information Systems",23,3,"306--325"
"Tam1998","Tam, Kar Yan","The Impact of Information Technology Investments on Firm Performance and Evaluation: Evidence from Newly Industrialized Economies",1998,"Information Systems Research",9,1,"85--98"
"Tambe2012","Tambe, Prasanna and Hitt, Lorin M.","The Productivity of Information Technology Investments: New Evidence from IT Labor Data",2012,"Information Systems Research",23,3,"599--617"
"Tambe2014","Tambe, Prasanna and Hitt, Lorin M.","Measuring Information Technology Spillovers",2014,"Information Systems Research",25,1,"53--71"
"Tams2014","Tams, Stefan and Grover, Varun and Thatcher, Jason","Modern Information Technology in an Old Workforce: Toward a Strategic Research Agenda",2014,"The Journal of Strategic Information Systems",23,4,"284--304"
"Tan2010","Tan, Chuan-Hoo and Teo, Hock-Hai and Benbasat, Izak","Assessing Screening and Evaluation Decision Support Systems: A Resource-Matching Approach",2010,"Information Systems Research",21,2,"305--326"
"Tan2015","Tan, Barney and Pan, Shan Ling and Lu, Xianghua and Huang, Lihua","The Role of IS Capabilities in the Development of Multi-Sided Platforms: The Digital Ecosystem Strategy of Alibaba.com",2015,"Journal of the Association for Information Systems",16,4,"248-280"
"Tan2016","Tan, Chee-Wee and Benbasat, Izak and Cenfetelli, Ronald T.","An Exploratory Study of the Formation and Impact of Electronic Service Failures",2016,"MIS Quarterly",40,1,"1--29"
"Tanriverdi2004","Tanriverdi, Hüseyin and Ruefli, Timothy W.","The Role of Information Technology in Risk/Return Relations of Firms",2004,"Journal of the Association for Information Systems",5,11,"421--447"
"Tanriverdi2005","Tanriverdi, Hüseyin","Information Technology Relatedness, Knowledge Management Capability, and Performance of Multibusiness Firms",2005,"MIS Quarterly",29,2,"311--334"
"Tanriverdi2006","Tanriverdi, Hüseyin","Performance Effects of Information Technology Synergies in Multibusiness Firms",2006,"MIS Quarterly",30,1,"57--77"
"Tarafdar2006","Tarafdar, Monideepa and Vaidya, Sanjiv D.","Information systems assimilation in Indian organizations: An examination of strategic and organizational imperatives",2006,"The Journal of Strategic Information Systems",15,4,"293-326"
"Tarafdar2007","Tarafdar, Monideepa and Gordon, Steven R.","Understanding the Influence of Information Systems Competencies on Process Innovation: A Resource-Based View",2007,"The Journal of Strategic Information Systems",16,4,"353--392"
"Tarafdar2010","Tarafdar, Monideepa and Tu, Qiang and Ragu-Nathan, T. S.","Impact of Technostress on End-User Satisfaction and Performance",2010,"Journal of Management Information Systems",27,3,"303--334"
"Taylor1995","Taylor, Shirley and Todd, Peter A.","Understanding Information Technology Usage: A Test of Competing Models",1995,"Information Systems Research",6,2,"144-176"
"Tebboune2016","Tebboune, Sofiane and Urquhart, Cathy","Netsourcing strategies for vendors: a resource-based and transaction cost economics perspective",2016,"Journal of Information Technology",31,1,"32--47"
"Teo1999","Teo, T. S. H. and King, W. R.","An empirical study of the impacts of integrating business planning and information systems planning",1999,"European Journal of Information Systems",8,3,"200-210"
"Teo2003","Teo, Thompson S. H. and Ranganathan, C.","Leveraging IT resources and capabilities at the housing and development board",2003,"The Journal of Strategic Information Systems",12,3,"229-249"
"Teo2008","Teo, Thompson S. H. and Men, Bing","Knowledge Portals in Chinese Consulting Firms: A Task–Technology Fit Perspective",2008,"European Journal of Information Systems",17,6,"557--574"
"Teo2016","Teo, T. S. H. and Nishant, R. and Koh, P. B. L.","Do shareholders favor business analytics announcements?",2016,"The Journal of Strategic Information Systems",25,4,"259-276"
"Teo25","Teo, Thompson S. H. and Srivastava, Shirish C. and Jiang, Li","Trust and Electronic Government Success: An Empirical Study",2008,"Journal of Management Information Systems",25,3,"99--131"
"Tesch2005","Tesch, Debbie B. and Miller, Ruth and Jiang, James J. and Klein, Gary","Perception and expectation gaps of information systems provider skills: the impact on user satisfaction",2005,"Information Systems Journal",15,4,"343-355"
"Teubner2007","Teubner, R. A.","Strategic Information Systems Planning: A Case Study from the Financial Services Industry",2007,"The Journal of Strategic Information Systems",16,1,"105--125"
"Thatcher2001","Thatcher, Matt E. and Oliver, Jim R.","The Impact of Technology Investments on a Firm’s Production Efficiency, Product Quality, and Productivity",2001,"Journal of Management Information Systems",18,2,"17--45"
"Thatcher2004","Thatcher, Matt E. and Pingry, David E.","An Economic Model of Product Quality and IT Value",2004,"Information Systems Research",15,3,"268--286"
"Thatcher2004a","Thatcher, Matt E. and Pingry, David E.","Understanding the Business Value of Information Technology Investments: Theoretical Evidence from Alternative Market and Cost Structures",2004,"Journal of Management Information Systems",21,2,"61--85"
"Thiesse2009","Thiesse, Frédéric and Al-Kassab, Jasser and Fleisch, Elgar","Understanding the Value of Integrated RFID Systems: A Case Study from Apparel Retail",2009,"European Journal of Information Systems",18,6,"592--614"
"Thong1994","Thong, James Y. L. and Yap, Chee-Sing and Raman, K. S.","Engagement of External Expertise in Information Systems Implementation",1994,"Journal of Management Information Systems",11,2,"209-231"
"Tian2015","Tian, Feng and Xu, Sean Xin","How Do Enterprise Resource Planning Systems Affect Firm Risk? Post-Implementation Impact",2015,"MIS Quarterly",39,1,"39--60"
"Tojib2008","Tojib, Dewi Rooslani and Sugianto, Ly-Fie and Sendjaya, Sen","User Satisfaction with Business-to-Employee Portals: Conceptualization and Scale Development",2008,"European Journal of Information Systems",17,6,"649--667"
"Tong2015","Tong, Yu and Tan, Sharon Swee-Lin and Teo, Hock-Hai","The Road to Early Success: Impact of System Use in the Swift Response Phase",2015,"Information Systems Research",26,2,"418-436"
"Torkzadeh2011","Torkzadeh, Gholamreza and Chang, Jerry Cha-Jan and Hardin, Andrew M.","Usage and Impact of Technology Enabled Job Learning",2011,"European Journal of Information Systems",20,1,"69--86"
"Truex2009","Truex, Duane and Cuellar, Michael and Takeda, Hirotoshi","Assessing Scholarly Influence: Using the Hirsch Indices to Reframe the Discourse",2009,"Journal of the Association for Information Systems",10,7,"560--594"
"Turel2014","Turel, Ofir and Bart, Chris","Board-Level IT Governance and Organizational Performance",2014,"European Journal of Information Systems",23,2,"223--239"
"Turel2014a","Turel, Ofir","Quitting the Use of a Habituated Hedonic Information System: A Theoretical Model and Empirical Examination of Facebook Users",2014,"European Journal of Information Systems",24,4,"431-446"
"Udo1994","Udo, G. J. and Guimaraes, T.","Empirically assessing factors related to DSS benefits",1994,"European Journal of Information Systems",3,3,"218-227"
"Urbach2010","Urbach, Nils and Smolnik, Stefan and Riempp, Gerold","An Empirical Investigation of Employee Portal Success",2010,"The Journal of Strategic Information Systems",19,3,"184--206"
"Uwizeyemungu2009","Uwizeyemungu, Sylvestre and Raymond, Louis","Exploring an Alternative Method of Evaluating the Effects of ERP: A Multiple Case Study",2009,"Journal of Information Technology",24,3,"251--268"
"Van1997","Van Dyke, Thomas P. and Kappelman, Leon A. and Prybutok, Victor R.","Measuring Information Systems Service Quality: Concerns on the Use of SERVQUAL Questionnaire",1997,"MIS Quarterly",21,2,"195--208"
"Vance2008","Vance, Anthony and Elie-Dit-Cosaque, Christophe and Straub, Detmar W.","Examining Trust in Information Technology Artifacts: The Effects of System Quality and Culture",2008,"Journal of Management Information Systems",24,4,"73--100"
"Vandenbosch1995","Vandenbosch, Betty and Higgins, Christopher A.","Executive support systems and executive preferences: a comparison of information channel selection theories",1995,"Information Systems Journal",5,2,"105-118"
"Vandenbosch1996","Vandenbosch, Betty and Ginzberg, Michael J.","Lotus Notes\textregistered and Collaboration: Plus ça Change..",1996,"Journal of Management Information Systems",13,3,"65--81"
"Vannoy2010","Vannoy, Sandra A. and Salam, A. F.","Managerial Interpretations of the Role of Information Systems in Competitive Actions and Firm Performance: A Grounded Theory Investigation",2010,"Information Systems Research",21,3,"496--515"
"Vaujany2011","Vaujany, François-Xavier de and Walsh, Isabelle and Mitev, Nathalie N.","An Historically Grounded Critical Analysis of Research Articles in IS",2011,"European Journal of Information Systems",20,4,"395--417"
"Veiga2014","Veiga, John F. and Keupp, Marcus M. and Floyd, Steven W. and Kellermanns, Franz W.","The Longitudinal Impact Of Enterprise System Users’ Pre-adoption Expectations And Organizational Support On Post-adoption Proficient Usage",2014,"European Journal of Information Systems",23,6,"691--707"
"Velu2013","Velu, Chander and Madnick, Stuart and van Alstyne, Marshall","Centralizing Data Management with Considerations of Uncertainty and Information-Based Flexibility",2013,"Journal of Management Information Systems",30,3,"179--212"
"Venable2016","Venable, John R. and Pries-Heje, Jan and Baskerville, Richard","FEDS: a Framework for Evaluation in Design Science Research Open",2016,"European Journal of Information Systems",25,1,"77-89"
"Venkatesh2006","Venkatesh, Viswanath and Ramesh, Venkataraman","Web and Wireless Site Usability: Understanding Differences and Modeling Use",2006,"MIS Quarterly",30,1,"181-206"
"Venkatesh2007","Venkatesh, Viswanath and Davis, Fred and Morris, Michael G.","Dead Or Alive? The Development, Trajectory And Future Of Technology Adoption Research",2007,"Journal of the Association for Information Systems",8,4,"267--286"
"Venkatesh2008","Venkatesh, Viswanath and Brown, Susan A. and Maruping, Likoebe M. and Bala, Hillol","Predicting Different Conceptualizations of System Use: The Competing Roles of Behavioral Intention, Facilitating Conditions, and Behavioral Expectation",2008,"MIS Quarterly",32,3,"483--502"
"Venkatesh2011","Venkatesh, Viswanath and Zhang, Xiaojun and Sykes, Tracy Ann","``Doctors -Do Too Little Technology' ' : A Longitudinal Field Study of an Electronic Healthcare System Implementation",2011,"Information Systems Research",22,3,"523--546"
"Venkatesh2013","Venkatesh, Viswanath and Sykes, Tracy Ann","Digital Divide Initiative Success in Developing Countries: A Longitudinal Field Study in a Village in India",2013,"Information Systems Research",24,2,"239--260"
"Venkatesh2016","Venkatesh, Viswanath and Bala, Hillol and Sambamurthy, V.","Implementation of an Information and Communication Technology in a Developing Country: A Multimethod Longitudinal Study in a Bank in India",2016,"Information Systems Research",27,3,"558-579"
"Venkatesh2016a","Venkatesh, Viswanath and Thong, James Y. L. and Chan, Frank K. Y. and Hu, Paul Jen-Hwa","Managing Citizens' Uncertainty in E-Government Services: The Mediating and Moderating Roles of Transparency and Trust",2016,"Information Systems Research",27,1,"87-111"
"Venkatesh2016b","Venkatesh, Viswanath and Thong, James Y. L. and Xu, Xin","Unified Theory of Acceptance and Use of Technology: A Synthesis and the Road Ahead",2016,"Journal of the Association for Information Systems",17,5,"328-376"
"Vermerris2014","Vermerris, Armin and Mocker, Martin and van Heck, Eric","No Time to Waste: The Role of Timing and Complementarity of Alignment Practices in Creating Business Value in IT Projects",2014,"European Journal of Information Systems",23,6,"629--654"
"Wade2004","Wade, Michael and Hulland, John","Review: The Resource-based View and Information Systems Research: Review, Extension, and Suggestions for Future Research",2004,"MIS Quarterly",28,1,"107--142"
"Wagner2014","Wagner, Heinz-Theo and Beimborn, Daniel and Weitzel, Tim","How Social Capital Among Information Technology and Business Units Drives Operational Alignment and IT Business Value",2014,"Journal of Management Information Systems",31,1,"241--272"
"Walsh2015","Walsh, Isabelle","Using Quantitative Data in Mixed-Design Grounded Theory Studies: An Enhanced Path to Formal Grounded Theory in Information Systems",2015,"European Journal of Information Systems",24,5,"531--557"
"Wang1996","Wang, Richard Y. and Strong, Diane M.","Beyond Accuracy: What Data Quality Means to Data Consumers",1996,"Journal of Management Information Systems",12,4,"5-34"
"Wang2006b","Wang, Eric T. G. and Klein, Gary and Jiang, James J.","ERP Misfit: Country of Origin and Organizational Factors",2006,"Journal of Management Information Systems",23,1,"263--292"
"Wang2008d","Wang, Yi-Shun","Assessing E-Commerce Systems Success: A Respecification and Validation of the DeLone and McLean Model of IS Success",2008,"Information Systems Journal",18,5,"529--557"
"Wang2010","Wang, Ping","Cashing the Hottest IT: Effects of Information Technology Fashion on Organizations",2010,"MIS Quarterly",34,1,"63--85"
"Wang2012","Wang, Nianxin and Liang, Huigang and Zhong, Weijun and Xue, Yajiong and Xiao, Jinghua","Resource Structuring or Capability Building? An Empirical Study of the Business Value of Information Technology",2012,"Journal of Management Information Systems",29,2,"325--367"
"Wang2015","Wang, Jingguo and Gupta, Manish and Rao, H. Raghav","Insider Threats in a Financial Institution: Analysis of Attack-Proneness of Information Systems Applications",2015,"MIS Quarterly",39,1,"91-112"
"Ward2005","Ward, John and Hemingway, Christopher and Daniel, Elizabeth","A Framework for Addressing the Organisational Issues of Enterprise Systems Implementation",2005,"The Journal of Strategic Information Systems",14,2,"97--119"
"Wattal2010a","Wattal, Sunil and Racherla, Pradeep and Mandviwalla, Munir","Network Externalities and Technology Use: A Quantitative Analysis of Intraorganizational Blogs",2010,"Journal of Management Information Systems",27,1,"145--174"
"Weber2008","Weber, Ron","Editor's Comments – The Rhetoric of Positivism Versus Interpretivism: A Personal View",2008,"MIS Quarterly",28,1,"Iii-xii"
"Webster2002","Webster, Jane and Watson, Richard T.","Analyzing the Past to Prepare for the Future: Writing a Literature Review",2002,"MIS Quarterly",26,2,"xiii--xxiii"
"Wei2011","Wei, Kwok-Kee and Teo, Hock-Hai and Chan, Hock Chuan and Tan, Bernard C. Y.","Conceptualizing and Testing a Social Cognitive Model of the Digital Divide",2011,"Information Systems Research",22,1,"170--187"
"Weill1999","Weill, Peter and Vitale, Michael","Assessing the Health of an Information System Applications Portfolio: An Example from Process Manufacturing",1999,"MIS Quarterly",23,4,"601--624"
"Whitaker2010","Whitaker, Jonathan and Mithas, Sunil and Krishnan, M. S.","Organizational Learning and Capabilities for Onshore and Offshore Business Process Outsourcing",2010,"Journal of Management Information Systems",27,3,"11--42"
"Whyte1997","Whyte, Grafton and Bytheway, Andy and Edwards, Chris","Understanding user perceptions of information systems success",1997,"The Journal of Strategic Information Systems",6,1,"35-68"
"Wigand2005","Wigand, Rolf T. and Steinfield, Charles W.","Information Technology Standards Choices and Industry Structure Outcomes: The Case of the US Home Mortgage Industry",2005,"Journal of Management Information Systems",22,2,"165--191"
"Wilkin2013","Wilkin, Carla L. and Campbell, John and Moore, Stephen","Creating Value through Governing IT Deployment in a Public/Private-Sector Inter-Organisational Context: A Human Agency Perspective",2013,"European Journal of Information Systems",22,5,"498--511"
"Wilson2002a","Wilson, Melanie and Howcroft, Debra","Re-conceptualising failure: social shaping meets IS research",2002,"European Journal of Information Systems",11,4,"236-250"
"Wixom2001","Wixom, Barbara H. and Watson, Hugh J.","An Empirical Investigation of the Factors Affecting Data Warehousing Success",2001,"MIS Quarterly",25,1,"17--41"
"Wixom2005","Wixom, Barbara H. and Todd, Peter A.","A Theoretical Integration of User Satisfaction and Technology Acceptance",2005,"Information Systems Research",16,1,"85--102"
"Wong1998","Wong, Poh-Kam","Leveraging the Global Information Revolution for Economic Development: Singapore' S Evolving Information Industry Strategy",1998,"Information Systems Research",9,4,"323--341"
"Woodard2013","Woodard, C. Jason and Ramasubbu, Narayan and Tschang, F. Ted and Sambamurthy, V.","Design Capital and Design Moves: The Logic of Digital Business Strategy",2013,"MIS Quarterly",37,2,"537--564"
"Wu2012a","Wu, Ing-long and Hu, Ya-Ping","Examining Knowledge Management Enabled Performance for Hospital Professionals: A Dynamic Capability View and the Mediating Role of Process Capability",2012,"Journal of the Association for Information Systems",13,12,"976--999"
"Wu2012b","Wu, Jiming and Du, H.","Toward a Better Understanding of Behavioral Intention and System Usage Constructs",2012,"European Journal of Information Systems",21,6,"680--698"
"Wu2015","Wu, Shelly Ping-Ju and Straub, Detmar W. and Liang, Ting-Peng","How Information Technology Governance Mechanisms and Strategic Alignment Influence Organizational Performance: Insights from a Matched Survey of Business and IT Managers",2015,"MIS Quarterly",39,2,"497--518"
"Xiao2007","Xiao, Bo and Benbasat, Izak","E-Commerce Product Recommendation Agents: Use, Characteristics, and Impact",2007,"MIS Quarterly",31,1,"137--209"
"Xu2007a","Xu, Lai and Brinkkemper, Sjaak","Concepts of Product Software",2007,"European Journal of Information Systems",16,5,"531-541"
"Xu2011a","Xu, Jingjun and Benbasat, Izak and Cenfetelli, Ronald T.","The Effects of Service and Consumer Product Knowledge on Online Customer Loyalty",2011,"Journal of the Association for Information Systems",12,11,"741-766"
"Xu2013a","Xu, Jingjun David and Benbasat, Izak and Cenfetelli, Ronald T.","Integrating Service Quality with System and Information Quality: An Empirical Test in the E-Service Context",2013,"MIS Quarterly",37,3,"777--794"
"Xu2014","Xu, Jingjun David and Benbasat, Izak and Cenfetelli, Ronald T.","The Influences of Online Service Technologies and Task Complexity on Efficiency and Personalization",2014,"Information Systems Research",25,2,"420–436"
"Xu2014c","Xu, Jingjun and Benbasat, Izak and Cenfetelli, Ronald T.","Research Note-The Influences of Online Service Technologies and Task Complexity on Efficiency and Personalization",2014,"Information Systems Research",25,2,"420--436"
"Xu2014e","Xu, Yunjie Calvin and Yang, Yinping and Cheng, Zengyan and Lim, John","Retaining and Attracting Users in Social Networking Services: An Empirical Investigation of Cyber Migration",2014,"The Journal of Strategic Information Systems",23,3,"239--253"
"Xue2008","Xue, Yajiong and Liang, Huigang and Boulton, William R.","Information Technology Governance in Information Technology Investment Decision Processes: The Impact of Investment Characteristics, External Environment, And",2008,"MIS Quarterly",32,1,"67--96"
"Xue2011","Xue, Ling and Ray, Gautam and Gu, Bin","Environmental Uncertainty and IT Infrastructure Governance: A Curvilinear Relationship",2011,"Information Systems Research",22,2,"389--399"
"Xue2011a","Xue, Yajiong and Liang, Huigang and Wu, Liansheng","Punishment, Justice, and Compliance in Mandatory IT Settings",2011,"Information Systems Research",22,2,"400--414"
"Xue2012","Xue, Ling and Ray, Gautam and Sambamurthy, Vallabh","Efficiency or Innovation: How Do Industry Environments Moderate the Effects of Firms' IT Asset Portfolios?",2012,"MIS Quarterly",36,2,"509--528"
"Yang2011","Yang, Yang and Stafford, Thomas F. and Gillenson, Mark","Satisfaction with Employee Relationship Management Systems: The Impact of Usefulness on Systems Quality Perceptions",2011,"European Journal of Information Systems",20,2,"221--236"
"Yang2012a","Yang, Lili and Su, Guofeng and Yuan, Hongyong","Design Principles of Integrated Information Platform for Emergency Responses: The Case of 2008 Beijing Olympic Games",2012,"Information Systems Research",23,3,"761--786"
"Yap1997","Yap, C. S. and Thong, J. Y. L.","Programme evaluation of a government information technology programme for small businesses",1997,"Journal of Information Technology",12,2,"107-120"
"Yen2015","Yen, HsiuJu Rebecca and Hu, Paul Jen-Hwa and Hsu, Sheila Hsuan-Yu and Li, Eldon Y.","A Multilevel Approach to Examine Employees' Loyal Use of ERP Systems in Organizations",2015,"Journal of Management Information Systems",32,4,"144-178"
"Yeow2015","Yeow, Adrian and Huat Goh, Kim","Work Harder or Work Smarter? Information Technology and Resource Allocation in Healthcare Processes",2015,"MIS Quarterly",39,4,"763--785"
"Yoo2010","Yoo, Youngjin and Henfridsson, Ola and Lyytinen, Kalle","Research Commentary —The New Organizing Logic of Digital Innovation: An Agenda for Information Systems Research",2010,"Information Systems Research",21,4,"724--735"
"Yoon1995","Yoon, Youngohc and Guimaraes, Tor","Assessing Expert Systems Impact on Users’ Jobs",1995,"Journal of Management Information Systems",12,1,"225--249"
"Yoon1995a","Yoon, Youngohc and Guimaraes, Tor and O' Neal, Quinton","Exploring the Factors Associated with Expert Systems Success",1995,"MIS Quarterly",19,1,"83--106"
"Yoon1996","Yoon, Y. and Guimaraes, T. and Clevenson, A. B.","Assessing determinants of desirable ES impact on end-user jobs",1996,"European Journal of Information Systems",5,4,"273-285"
"Zachariadis2013","Zachariadis, Markos and Scott, Susan V. and Barrett, Michael I.","Methodological Implications of Critical Realism for Mixed-Methods Research",2013,"MIS Quarterly",37,3,"855--879"
"Zahedi2008","Zahedi, Fatemeh Mariam and Song, Jaeki","Dynamics of Trust Revision: Using Health Infomediaries",2008,"Journal of Management Information Systems",24,4,"225--248"
"Zhang2008a","Zhang, Man and Sarker, Saonee and Sarker, Suprateek","Unpacking the Effect of IT Capability on the Performance of Export-Focused SMEs: A Report from China",2008,"Information Systems Journal",18,4,"357--380"
"Zhang2011a","Zhang, Tongxiao Catherine and Agarwal, Ritu and Lucas, Henry C.","The Value of IT-Enabled Retailer Learning: Personalized Product Recommendations and Customer Store Loyalty in Electronic Markets",2011,"MIS Quarterly",35,4,"859--881"
"Zhang2013","Zhang, Man and Sarker, Saonee and Sarker, Suprateek","Drivers and Export Performance Impacts of IT Capability in ‘Born-Global’ Firms: A Cross-National Study",2013,"Information Systems Journal",23,5,"419--443"
"Zhang2013a","Zhang, Xiaojun and Venkatesh, Viswanath","Explaining Employee Job Performance: The Role of Online and Offline Workplace Communication Network",2013,"MIS Quarterly",37,3,"695--722"
"Zheng2011","Zheng, Yingqin and Venters, Will and Cornford, Tony","Collective Agility, Paradox and Organizational Improvisation: The Development of a Particle Physics Grid",2011,"Information Systems Journal",21,4,"303--333"
"Zheng2013a","Zheng, Daqing and Chen, Jin and Huang, Lihu and Zhang, Cheng","E-government Adoption in Public Administration Organizations: Integrating Institutional Theory Perspective and Resource-Based View",2013,"European Journal of Information Systems",22,2,"221--234"
"Zhou2012","Zhou, Zhongyun and Fang, Yulin and Vogel, Douglas R. and Jin, Xiao-Ling and Zhang, Xi","Attracted to or Locked In? Predicting Continuance Intention in Social Virtual World Services",2012,"Journal of Management Information Systems",29,1,"273--305"
"Zhu2002","Zhu, Kevin and Kraemer, Kenneth L.","E-Commerce Metrics for Net-Enhanced Organizations: Assessing the Value of E-Commerce to Firm Performance in the Manufacturing Sector",2002,"Information Systems Research",13,3,"275--295"
"Zhu2004","Zhu, Kevin","The Complementarity of Information Technology Infrastructure and E-Commerce Capability: A Resource-Based Assessment of Their Business Value",2004,"Journal of Management Information Systems",21,1,"167--202"
"Zhu2004a","Zhu, Kevin and Kraemer, Kenneth L. and Xu, Sean and Dedrick, J.","Information Technology Payoff in E-Business Environments: An International Perspective on Value Creation of E-Business in the Financial Services Industry",2004,"Journal of Management Information Systems",21,1,"17--54"
"Zhu2005a","Zhu, Kevin and Kraemer, Kenneth L.","Post-adoption Variations in Usage and Value of E-business by Organizations: Cross-country Evidence from the Retail Industry",2005,"Information Systems Research",16,1,"61--84"
"Zhu2006","Zhu, Kevin and Dong, Shutao and Xu, Sean Xin and Kraemer, Kenneth L.","Innovation Diffusion in Global Contexts: Determinants of Post-Adoption Digital Transformation of European Companies",2006,"European Journal of Information Systems",15,6,"601--616"
"Zimmer2007","Zimmer, J. Christopher and Henry, Raymond M. and Butler, Brian S.","Determinants of the Use of Relational and Nonrelational Information Sources",2007,"Journal of Management Information Systems",24,3,"297--331"
"Zinatelli1996","Zinatelli, N. and Cragg, P. B. and Cavaye, A. L. M.","End user computing sophistication and success in small firms",1996,"European Journal of Information Systems",5,3,"172-181"
"Zmud2010","Zmud, Robert W. and Shaft, Teresa and Zheng, Weijun and Croes, Henry","Systematic Differences in Firm' S Information Technology Signaling: Implications for Research Design",2010,"Journal of the Association for Information Systems",11,3,"149--181"
